,id,avg_valence,avg_arousal,avg_dominance,avg_intensity_anger,avg_intensity_anticipation,avg_intensity_disgust,avg_intensity_fear,avg_intensity_joy,avg_intensity_sadness,avg_intensity_surprise,avg_intensity_trust,sentiment_score
52,u669p6,0.6241223,0.35629055,0.5129911,0.4950926917230208,0.6174418438865238,0.3933248568264482,0.3436041051148056,0.3669477123653723,0.2498894330743165,0.3600000027247838,0.5030310615121273,0.3929969551979121
53,u752p4,0.66051996,0.26448628,0.3951084,0.3429662001362782,0.5415282492353377,0.8314321738645184,0.2721330743588943,0.3072932411172407,0.2786377564245381,0.3669586602518144,0.3944197903077584,0.3974820143884892
54,u230p5,0.5647265,0.4932547,0.49543756,0.5466194448812057,0.7403100867297089,0.5746053563715355,0.6526130940429468,0.4153696455377022,0.5528661223062729,0.6929523630401717,0.4151755042870117,0.2940061048931644
55,u827p1,0.6523739,0.3104026,0.48767173,0.4295700316925203,0.5106786870027418,0.3624657772533115,0.2596553754664166,0.3107652310792308,0.4416924779182932,0.1828571457278971,0.357417862033408,0.4230333899264289
56,u803p2,0.62578195,0.27883694,0.37906796,0.1406761110237588,0.5921003647170601,0.4334600481293337,0.5166369134109537,0.4431474206311664,0.356449960823324,0.4374285813959276,0.4775386346769962,0.3755357448997086
57,u134p6,0.6181226,0.4378327,0.46470007,0.5565249308940365,0.60480219376777,0.5546260911765877,0.4441702053418447,0.4973411090209757,0.4470244487308393,0.3964081543138354,0.5726688610355871,0.3768367619556506
58,u336p7,0.58928573,0.32032728,0.44003,0.2900763400953947,0.5619771941607072,0.3624657772533115,0.5775400729329028,0.4447144904721255,0.3883571770310157,0.3669586602518144,0.462560728517474,0.3421052631578947
59,u487p3,0.735751,0.44110623,0.46988147,0.4295700316925203,0.6199573183216758,0.3624657772533115,0.3973221787567724,0.5909456058706943,0.0,0.4271428633830985,0.4541336529168271,0.4230085348506401
60,u501p2,0.6546556,0.25734967,0.4186121,0.4295700316925203,0.4094684156768532,0.3624657772533115,0.418894826603459,0.4484435756115956,0.3883571770310157,0.3669586602518144,0.4741951044269307,0.3871191135734072
61,u809p10,0.66027683,0.39899623,0.5364378,0.1544892762663598,0.560354356545085,0.5449936709490397,0.3137254984423838,0.4446606132904484,0.3206054552583169,0.2497142787514901,0.4416006121660166,0.4461237553342816
62,u25p9,0.6010637,0.28475094,0.42051882,0.3718647680453063,0.5326688900585392,0.7601394291628668,0.5276292065315691,0.3871595241624266,0.376934982710962,0.473142866806108,0.3899584198545701,0.31134040136312
63,u755p10,0.6678733,0.40125605,0.51101136,0.4295700316925203,0.5865448553666557,0.3624657772533115,0.3973221787567724,0.3778024837704415,0.3883571770310157,0.2914285720124536,0.4560750227381928,0.4379172808462672
64,u276p2,0.62267286,0.25272155,0.36450925,0.4295700316925203,0.4418604213672156,0.3624657772533115,0.0665478262954087,0.6134889952602903,0.2352941221699634,0.1691428493674921,0.2868467739442249,0.4069593414816663
65,u498p9,0.6119218,0.41342074,0.48637113,0.2828062633887016,0.6570953686200752,0.3265737367121694,0.4268351707852962,0.4640438354677524,0.2902476834460613,0.5531428238907642,0.509399780563108,0.3658213992520295
66,u673p8,0.7200302,0.41489282,0.57853425,0.4295700316925203,0.5087209417454696,0.3624657772533115,0.235294111657637,0.4163424150082488,0.3883571770310157,0.3779047610256948,0.4415502553549338,0.5360824742268041
67,u278p8,0.6993475,0.21184106,0.49359939,0.4295700316925203,0.5619771941607072,0.3624657772533115,0.3973221787567724,0.4447144904721255,0.3883571770310157,0.3669586602518144,0.2208380399401064,0.3421052631578947
68,u114p9,0.65277165,0.25766486,0.47710195,0.4623773140430949,0.5675526075348983,0.0798479044725282,0.3256090279429742,0.5386943254386233,0.3883571770310157,0.2988571499172521,0.4921353596482097,0.3809808612440191
